0.0	0.0	
0.0006	0.0017	
0.0907	0.272	
0.1808	0.5422	
0.2708	0.8125	
0.3609	1.0827	
0.451	1.3529	
0.5411	1.6231	
0.6312	1.8933	
0.7213	2.1634	
0.8114	2.4335	
0.9015	2.7035	
0.9916	2.9735	
1.0816	3.2434	
1.1717	3.5132	
1.2618	3.783	
1.3519	4.0527	
1.442	4.3224	
1.5321	4.5919	
1.6222	4.8614	
1.7123	5.1307	
1.8024	5.4	
1.8925	5.6691	
1.9825	5.9382	
2.0726	6.2071	
2.1627	6.4759	
2.2528	6.7445	
2.3429	7.0131	
2.433	7.2815	
2.5231	7.5497	
2.6132	7.8178	
2.7033	8.0858	
2.7933	8.3536	
2.8834	8.6212	
2.9735	8.8887	
3.0636	9.156	
3.1537	9.4231	
3.2438	9.6901	
3.3339	9.9568	
3.424	10.2234	
3.5141	10.4897	
3.6042	10.7559	
3.6942	11.0218	
3.7843	11.2875	
3.8744	11.553	
3.9645	11.8183	
4.0546	12.0834	
4.1447	12.3482	
4.2348	12.6128	
4.3249	12.8771	
4.415	13.1412	
4.505	13.4051	
4.5951	13.6687	
4.6852	13.932	
4.7753	14.1951	
4.8654	14.4579	
4.9555	14.7204	
5.0456	14.9826	
5.1357	15.2446	
5.2258	15.5062	
5.3159	15.7676	
5.4059	16.0287	
5.496	16.2894	
5.5861	16.5499	
5.6762	16.8101	
5.7663	17.0699	
5.8564	17.3294	
5.9465	17.5886	
6.0366	17.8475	
6.1267	18.106	
6.2167	18.3642	
6.3068	18.622	
6.3969	18.8795	
6.487	19.1367	
6.5771	19.3935	
6.6672	19.6499	
6.7573	19.906	
6.8474	20.1617	
6.9375	20.4171	
7.0276	20.6721	
7.1176	20.9266	
7.2077	21.1809	
7.2978	21.4347	
7.3879	21.6881	
7.478	21.9412	
7.5681	22.1938	
7.6582	22.446	
7.7483	22.6979	
7.8384	22.9493	
7.9284	23.2003	
8.0185	23.4509	
8.1086	23.7011	
8.1987	23.9509	
8.2888	24.2002	
8.3789	24.4491	
8.469	24.6976	
8.5591	24.9456	
8.6492	25.1932	
8.7393	25.4404	
8.8293	25.6871	
8.9194	25.9333	
9.0095	26.1791	
9.0996	26.4245	
9.1897	26.6693	
9.2798	26.9138	
9.3699	27.1577	
9.46	27.4012	
9.5501	27.6442	
9.6401	27.8868	
9.7302	28.1288	
9.8203	28.3704	
9.9104	28.6115	
10.0005	28.8521	
10.0906	29.0923	
10.1807	29.3319	
10.2708	29.571	
10.3609	29.8097	
10.451	30.0478	
10.541	30.2855	
10.6311	30.5226	
10.7212	30.7592	
10.8113	30.9954	
10.9014	31.231	
10.9915	31.4661	
11.0816	31.7006	
11.1717	31.9347	
11.2618	32.1682	
11.3518	32.4012	
11.4419	32.6337	
11.532	32.8657	
11.6221	33.0971	
11.7122	33.328	
11.8023	33.5583	
11.8924	33.7881	
11.9825	34.0174	
12.0726	34.2462	
12.1626	34.4743	
12.2527	34.702	
12.3428	34.9291	
12.4329	35.1556	
12.523	35.3816	
12.6131	35.6071	
12.7032	35.832	
12.7933	36.0563	
12.8834	36.2801	
12.9735	36.5033	
13.0635	36.726	
13.1536	36.9481	
13.2437	37.1696	
13.3338	37.3906	
13.4239	37.611	
13.514	37.8308	
13.6041	38.05	
13.6942	38.2687	
13.7843	38.4868	
13.8743	38.7044	
13.9644	38.9213	
14.0545	39.1377	
14.1446	39.3535	
14.2347	39.5688	
14.3248	39.7834	
14.4149	39.9975	
14.505	40.211	
14.5951	40.4239	
14.6852	40.6362	
14.7752	40.8479	
14.8653	41.0591	
14.9554	41.2696	
15.0455	41.4796	
15.1356	41.6889	
15.2257	41.8977	
15.3158	42.1059	
15.4059	42.3135	
15.496	42.5205	
15.586	42.7269	
15.6761	42.9328	
15.7662	43.138	
15.8563	43.3426	
15.9464	43.5467	
16.0365	43.7501	
16.1266	43.9529	
16.2167	44.1552	
16.3068	44.3568	
16.3969	44.5578	
16.4869	44.7583	
16.577	44.9581	
16.6671	45.1574	
16.7572	45.356	
16.8473	45.5541	
16.9374	45.7515	
17.0275	45.9483	
17.1176	46.1446	
17.2077	46.3402	
17.2977	46.5352	
17.3878	46.7296	
17.4779	46.9235	
17.568	47.1167	
17.6581	47.3093	
17.7482	47.5013	
17.8383	47.6927	
17.9284	47.8835	
18.0185	48.0737	
18.1086	48.2633	
18.1986	48.4523	
